SEASON,TEAM,TEAM_ID,PLAYOFF_RESULT,PLAYOFF_LABEL,TEAM_W_PCT,TEAM_PTS,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_FG_PCT,TEAM_FG3_PCT,TEAM_FT_PCT,TEAM_PLUS_MINUS,TEAM_W,TEAM_L,TEAM_E_OFF_RATING,TEAM_E_DEF_RATING,TEAM_E_NET_RATING,TEAM_E_PACE,CONF_STRENGTH,ROSTER_CONTINUITY,P1_PTS,P1_REB,P1_AST,P1_STL,P1_BLK,P1_TOV,P1_FG_PCT,P1_FG3_PCT,P1_FT_PCT,P1_MIN,P1_PER_APPROX,P2_PTS,P2_REB,P2_AST,P2_STL,P2_BLK,P2_TOV,P2_FG_PCT,P2_FG3_PCT,P2_FT_PCT,P2_MIN,P2_PER_APPROX,P3_PTS,P3_REB,P3_AST,P3_STL,P3_BLK,P3_TOV,P3_FG_PCT,P3_FG3_PCT,P3_FT_PCT,P3_MIN,P3_PER_APPROX,P4_PTS,P4_REB,P4_AST,P4_STL,P4_BLK,P4_TOV,P4_FG_PCT,P4_FG3_PCT,P4_FT_PCT,P4_MIN,P4_PER_APPROX,P5_PTS,P5_REB,P5_AST,P5_STL,P5_BLK,P5_TOV,P5_FG_PCT,P5_FG3_PCT,P5_FT_PCT,P5_MIN,P5_PER_APPROX,P6_PTS,P6_REB,P6_AST,P6_STL,P6_BLK,P6_TOV,P6_FG_PCT,P6_FG3_PCT,P6_FT_PCT,P6_MIN,P6_PER_APPROX,P7_PTS,P7_REB,P7_AST,P7_STL,P7_BLK,P7_TOV,P7_FG_PCT,P7_FG3_PCT,P7_FT_PCT,P7_MIN,P7_PER_APPROX,P8_PTS,P8_REB,P8_AST,P8_STL,P8_BLK,P8_TOV,P8_FG_PCT,P8_FG3_PCT,P8_FT_PCT,P8_MIN,P8_PER_APPROX
2003-04,MIL,1610612749,2,Second Round Exit,0.529,95.9,42.4,22.8,6.9,5.1,13.8,0.441,0.345,0.759,1.0,27.0,24.0,101.6,100.6,1.0,94.0,0.4461428571428571,0.5,21.9,5.2,2.2,1.0,0.1,1.5,0.441,0.366,0.883,37.4,0.7727272727272727,16.4,7.3,1.8,1.1,0.4,2.5,0.445,0.373,0.819,33.5,0.7313432835820896,10.2,8.7,0.9,0.5,1.4,1.2,0.434,0.0,0.846,30.3,0.6765676567656764,13.2,4.4,2.0,0.7,0.3,1.6,0.476,0.3,0.741,28.9,0.6574394463667821,10.2,7.5,1.0,0.6,1.3,1.3,0.48,0.0,0.526,27.6,0.6992753623188406,7.1,3.4,6.5,1.1,0.1,2.6,0.372,0.25,0.828,27.2,0.5735294117647061,6.2,1.6,4.8,0.4,0.0,1.0,0.374,0.322,0.702,22.6,0.5309734513274337,9.1,3.7,2.9,0.9,0.4,1.8,0.434,0.313,0.73,21.4,0.7102803738317757
2003-04,MIN,1610612750,3,Conference Finals,0.712,95.4,41.8,23.7,6.9,5.8,12.6,0.468,0.352,0.784,5.3,37.0,15.0,103.5,97.5,6.0,91.7,0.5523333333333333,0.5,24.8,14.0,5.0,1.4,2.3,2.6,0.495,0.222,0.749,39.8,1.1281407035175879,18.1,4.1,3.7,1.2,0.4,2.2,0.419,0.305,0.822,38.9,0.6503856041131105,21.1,3.2,7.8,1.2,0.2,2.7,0.495,0.422,0.881,36.8,0.8369565217391307,4.9,3.4,1.5,0.5,0.7,0.4,0.451,0.3,0.81,28.5,0.3719298245614035,7.7,3.5,1.6,0.9,0.1,0.7,0.464,0.423,0.837,25.8,0.5077519379844961,6.4,3.7,0.4,0.3,1.6,1.6,0.436,0.0,0.615,21.1,0.5118483412322276,7.1,3.9,0.9,0.2,0.3,0.9,0.505,0.0,0.747,18.4,0.625,3.7,3.7,0.4,0.6,0.3,0.6,0.472,0.0,0.535,18.2,0.44505494505494514
2003-04,BKN,1610612751,2,Second Round Exit,0.608,90.3,40.3,24.6,9.0,4.0,14.5,0.437,0.332,0.759,3.6,31.0,20.0,97.7,93.6,4.2,92.5,0.4461428571428571,0.5,17.1,5.8,3.4,1.3,0.4,2.3,0.493,0.338,0.768,38.5,0.6675324675324675,16.9,6.6,9.6,1.8,0.2,3.2,0.396,0.339,0.816,37.8,0.8439153439153441,17.9,9.8,2.6,1.5,1.3,2.5,0.495,0.35,0.668,36.4,0.8406593406593408,12.8,3.7,2.6,1.7,0.5,0.9,0.456,0.368,0.776,34.5,0.591304347826087,6.1,4.7,1.7,0.8,0.7,1.1,0.386,0.0,0.795,28.0,0.46071428571428574,7.1,4.5,1.0,0.5,0.6,1.5,0.514,0.0,0.697,20.7,0.5893719806763285,5.3,1.4,1.4,0.5,0.0,0.5,0.378,0.347,0.844,18.0,0.44999999999999996,8.0,2.3,0.7,0.2,0.5,0.8,0.465,0.0,0.882,18.0,0.6055555555555555
2003-04,NOP,1610612740,1,First Round Exit,0.538,91.5,42.4,21.2,9.2,4.0,14.7,0.418,0.319,0.726,-0.3,28.0,24.0,98.5,99.1,-0.6,92.2,0.5523333333333333,0.5,23.0,4.2,7.8,2.4,0.4,3.1,0.386,0.305,0.645,40.5,0.8567901234567901,18.9,4.9,2.8,0.8,0.3,2.4,0.381,0.222,0.871,38.4,0.6588541666666667,10.6,9.0,1.9,1.1,0.8,1.3,0.453,0.0,0.818,35.5,0.6225352112676057,12.1,9.4,1.3,0.6,1.3,2.5,0.469,0.0,0.702,33.3,0.6666666666666669,15.5,2.3,2.9,1.3,0.3,1.6,0.404,0.349,0.721,32.7,0.6330275229357797,11.4,2.9,3.8,1.9,0.2,1.8,0.419,0.331,0.819,27.7,0.6642599277978339,5.4,4.8,1.7,0.7,0.3,0.9,0.382,0.293,0.689,24.9,0.48192771084337344,5.3,2.5,1.0,0.8,0.2,1.1,0.445,0.0,0.761,19.4,0.44845360824742275
2003-04,NYK,1610612752,1,First Round Exit,0.463,91.3,42.5,20.9,6.8,5.0,16.3,0.444,0.374,0.804,-1.3,25.0,29.0,98.4,99.1,-0.8,92.4,0.4461428571428571,0.5,20.7,3.3,8.8,1.7,0.1,3.2,0.444,0.359,0.821,40.9,0.7677261613691932,19.5,2.4,2.1,0.8,0.0,2.3,0.443,0.423,0.909,36.8,0.6114130434782609,11.7,8.8,1.9,0.6,1.1,2.0,0.463,0.0,0.838,32.3,0.6842105263157896,14.1,4.9,2.1,1.0,0.4,1.7,0.443,0.362,0.762,32.0,0.65,9.1,3.6,2.5,0.9,0.3,1.4,0.429,0.379,0.795,27.2,0.551470588235294,11.3,5.7,1.5,0.6,0.6,1.4,0.505,0.0,0.732,27.2,0.672794117647059,7.9,2.8,1.4,0.6,0.2,1.5,0.424,0.247,0.792,24.3,0.4691358024691357,6.1,6.8,0.4,0.3,1.9,0.9,0.496,0.0,0.663,24.2,0.6033057851239669
2003-04,ORL,1610612753,0,Missed Playoffs,0.241,94.8,40.2,19.9,6.7,4.1,13.7,0.433,0.362,0.749,-6.1,13.0,41.0,100.1,107.2,-7.1,93.8,0.4461428571428571,0.5,27.2,5.9,5.6,1.3,0.7,2.9,0.423,0.351,0.811,40.0,0.9450000000000001,15.8,6.8,2.0,0.7,0.3,2.0,0.447,0.0,0.796,35.2,0.6704545454545454,9.6,2.6,3.9,0.7,0.1,1.5,0.439,0.398,0.743,30.0,0.5133333333333333,11.9,6.5,1.2,0.9,1.0,1.4,0.448,0.267,0.644,28.4,0.7077464788732394,11.4,3.3,1.7,0.5,0.3,1.5,0.446,0.207,0.674,28.0,0.5607142857142857,6.6,4.5,1.4,0.6,0.2,1.0,0.404,0.376,0.583,23.3,0.5278969957081544,3.2,3.8,0.6,0.5,0.4,0.8,0.5,0.0,0.788,15.8,0.4873417721518987,2.8,1.0,1.0,0.8,0.3,0.8,0.273,0.25,1.0,14.5,0.35172413793103446
2003-04,PHI,1610612755,0,Missed Playoffs,0.415,89.1,41.1,20.0,8.4,4.0,15.8,0.431,0.343,0.751,-1.0,22.0,31.0,97.0,98.4,-1.4,91.0,0.4461428571428571,0.5,27.4,3.9,6.3,2.4,0.1,4.4,0.395,0.292,0.751,42.8,0.8341121495327103,10.6,3.5,7.0,1.2,0.1,2.2,0.405,0.067,0.79,36.1,0.5595567867036012,11.1,9.5,1.1,1.2,0.4,2.0,0.48,0.0,0.741,33.6,0.6339285714285714,17.5,5.0,1.5,1.1,0.2,2.6,0.451,0.356,0.838,33.5,0.6776119402985075,10.3,6.3,0.9,0.6,0.3,1.2,0.425,0.0,0.808,29.4,0.5850340136054423,8.7,3.7,2.7,1.1,0.3,1.4,0.438,0.446,0.697,28.3,0.5335689045936396,8.5,6.1,1.5,0.7,0.8,1.7,0.413,0.2,0.77,26.8,0.5932835820895523,7.0,6.4,0.2,0.5,1.9,0.8,0.554,0.0,0.607,23.7,0.6413502109704641
2003-04,PHX,1610612756,0,Missed Playoffs,0.327,93.5,39.7,20.1,9.2,4.8,15.0,0.442,0.336,0.76,-3.3,18.0,37.0,98.3,100.9,-2.7,95.4,0.5523333333333333,0.5,18.9,9.3,2.5,2.1,1.5,1.9,0.426,0.317,0.872,40.9,0.7921760391198044,16.1,4.5,3.9,1.1,0.3,2.3,0.433,0.288,0.756,39.1,0.6035805626598466,16.8,8.1,1.1,1.1,1.6,2.8,0.472,0.0,0.714,33.9,0.7640117994100296,7.2,5.3,0.8,0.7,0.4,1.2,0.525,0.0,0.768,25.0,0.528,7.2,2.2,4.5,1.0,0.1,1.6,0.381,0.308,0.895,22.5,0.5955555555555556,6.2,2.5,1.2,0.6,0.1,0.8,0.434,0.42,0.835,22.2,0.4414414414414413,7.2,5.9,1.0,0.6,0.5,1.4,0.439,0.0,0.575,21.3,0.647887323943662,6.9,1.3,2.1,1.1,0.1,1.6,0.45,0.403,0.778,18.2,0.543956043956044
2003-04,POR,1610612757,0,Missed Playoffs,0.471,91.5,41.8,22.3,7.0,4.2,15.0,0.45,0.34,0.721,-2.5,24.0,27.0,100.4,103.9,-3.5,89.7,0.5523333333333333,0.5,21.1,11.0,2.3,0.9,0.6,3.3,0.482,0.0,0.774,39.3,0.8295165394402036,12.7,3.4,6.2,1.2,0.1,2.1,0.406,0.343,0.896,37.4,0.5748663101604278,20.1,9.4,2.4,0.8,0.4,2.4,0.485,0.208,0.879,36.8,0.8342391304347826,8.4,7.2,0.9,0.6,3.1,1.6,0.466,0.0,0.658,31.0,0.6000000000000001,11.6,2.9,3.7,1.0,0.1,1.8,0.341,0.292,0.822,29.9,0.5852842809364549,5.7,6.3,1.3,0.7,0.9,0.7,0.491,0.0,0.602,27.3,0.5201465201465202,9.7,4.4,2.1,0.7,0.7,1.7,0.46,0.182,0.575,24.4,0.6516393442622951,7.6,4.2,2.0,1.3,0.3,1.6,0.533,0.0,0.512,24.1,0.5726141078838175
2003-04,SAC,1610612758,2,Second Round Exit,0.74,105.1,41.6,26.8,8.3,3.9,13.8,0.47,0.403,0.801,7.4,37.0,13.0,109.4,101.9,7.4,95.2,0.5523333333333333,0.5,25.4,6.2,2.1,1.4,0.2,2.0,0.481,0.426,0.926,39.8,0.8366834170854272,15.0,10.8,4.7,0.9,1.3,2.1,0.513,0.348,0.785,38.4,0.7968749999999999,17.7,3.3,5.5,1.1,0.3,1.9,0.453,0.433,0.807,34.5,0.7536231884057972,8.7,3.7,3.9,1.6,0.3,1.6,0.469,0.319,0.853,30.9,0.5372168284789643,11.1,5.7,5.5,0.7,0.9,2.2,0.487,0.0,0.656,29.6,0.733108108108108,14.3,3.6,2.2,1.1,0.2,1.3,0.447,0.364,0.76,24.5,0.8204081632653062,5.5,2.1,1.8,0.8,0.1,0.9,0.446,0.425,0.882,17.7,0.5310734463276836,4.4,3.1,0.6,0.2,0.4,0.9,0.473,0.0,0.721,14.6,0.5342465753424657
