SEASON,TEAM,TEAM_ID,PLAYOFF_RESULT,PLAYOFF_LABEL,TEAM_W_PCT,TEAM_PTS,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_FG_PCT,TEAM_FG3_PCT,TEAM_FT_PCT,TEAM_PLUS_MINUS,TEAM_W,TEAM_L,TEAM_E_OFF_RATING,TEAM_E_DEF_RATING,TEAM_E_NET_RATING,TEAM_E_PACE,CONF_STRENGTH,ROSTER_CONTINUITY,P1_PTS,P1_REB,P1_AST,P1_STL,P1_BLK,P1_TOV,P1_FG_PCT,P1_FG3_PCT,P1_FT_PCT,P1_MIN,P1_PER_APPROX,P2_PTS,P2_REB,P2_AST,P2_STL,P2_BLK,P2_TOV,P2_FG_PCT,P2_FG3_PCT,P2_FT_PCT,P2_MIN,P2_PER_APPROX,P3_PTS,P3_REB,P3_AST,P3_STL,P3_BLK,P3_TOV,P3_FG_PCT,P3_FG3_PCT,P3_FT_PCT,P3_MIN,P3_PER_APPROX,P4_PTS,P4_REB,P4_AST,P4_STL,P4_BLK,P4_TOV,P4_FG_PCT,P4_FG3_PCT,P4_FT_PCT,P4_MIN,P4_PER_APPROX,P5_PTS,P5_REB,P5_AST,P5_STL,P5_BLK,P5_TOV,P5_FG_PCT,P5_FG3_PCT,P5_FT_PCT,P5_MIN,P5_PER_APPROX,P6_PTS,P6_REB,P6_AST,P6_STL,P6_BLK,P6_TOV,P6_FG_PCT,P6_FG3_PCT,P6_FT_PCT,P6_MIN,P6_PER_APPROX,P7_PTS,P7_REB,P7_AST,P7_STL,P7_BLK,P7_TOV,P7_FG_PCT,P7_FG3_PCT,P7_FT_PCT,P7_MIN,P7_PER_APPROX,P8_PTS,P8_REB,P8_AST,P8_STL,P8_BLK,P8_TOV,P8_FG_PCT,P8_FG3_PCT,P8_FT_PCT,P8_MIN,P8_PER_APPROX
2003-04,LAC,1610612746,0,Missed Playoffs,0.341,94.8,43.5,20.2,7.2,4.6,16.4,0.428,0.321,0.785,-4.6,28.0,54.0,99.8,104.6,-4.8,94.4,0.5454666666666667,0.5,20.0,10.3,3.3,0.9,2.2,2.8,0.493,0.0,0.773,38.8,0.8737113402061858,20.7,5.9,3.1,0.9,0.2,2.8,0.447,0.329,0.848,36.0,0.7777777777777778,17.2,6.4,2.1,1.0,0.3,2.2,0.398,0.352,0.74,36.0,0.688888888888889,8.5,3.0,4.8,1.6,0.3,2.0,0.388,0.34,0.733,30.3,0.5346534653465347,7.8,4.7,1.7,0.9,0.3,1.3,0.394,0.167,0.834,24.5,0.5755102040816327,6.1,5.6,1.0,0.3,0.9,1.9,0.46,0.0,0.697,22.6,0.5309734513274336,8.6,4.7,0.8,0.4,0.3,1.2,0.521,0.0,0.7,20.6,0.6601941747572817,6.8,2.3,2.5,1.1,0.1,1.1,0.359,0.375,0.8,19.7,0.5939086294416244
2003-04,LAL,1610612747,4,Finals Loss,0.683,98.2,43.1,23.8,8.3,4.6,13.8,0.454,0.327,0.693,3.9,56.0,26.0,102.7,98.6,4.1,94.8,0.5454666666666667,0.5,24.0,5.5,5.1,1.7,0.4,2.6,0.438,0.327,0.852,37.7,0.9045092838196286,21.5,11.5,2.9,0.5,2.5,2.9,0.584,0.0,0.49,36.8,0.9782608695652176,14.6,4.2,5.5,1.2,0.2,1.8,0.471,0.333,0.714,34.6,0.6907514450867052,13.2,8.7,3.9,1.2,0.5,2.5,0.483,0.0,0.747,32.8,0.7621951219512195,7.4,4.0,1.4,1.0,0.5,1.1,0.408,0.349,0.76,23.8,0.5546218487394958,4.8,2.7,2.6,0.8,0.1,1.3,0.392,0.246,0.733,22.3,0.4349775784753363,7.1,1.9,2.3,1.3,0.0,1.0,0.352,0.291,0.797,21.5,0.5395348837209303,8.3,5.0,0.8,0.6,0.3,0.9,0.441,0.0,0.767,21.3,0.6619718309859155
2003-04,MEM,1610612763,1,First Round Exit,0.61,96.7,41.8,23.4,9.7,6.9,15.0,0.445,0.34,0.727,2.4,50.0,32.0,101.9,99.4,2.6,93.9,0.5454666666666667,0.5,17.7,7.7,2.5,0.6,1.7,2.4,0.482,0.267,0.714,31.4,0.8853503184713376,13.7,4.9,1.5,1.7,0.5,1.4,0.478,0.386,0.83,29.8,0.7013422818791947,10.9,2.0,6.8,1.3,0.1,1.9,0.407,0.33,0.837,29.3,0.6552901023890786,11.1,3.3,3.6,0.9,0.2,1.6,0.438,0.372,0.723,27.1,0.6457564575645754,12.3,3.6,1.9,1.3,0.3,2.2,0.427,0.319,0.754,26.0,0.6615384615384616,9.4,6.8,1.1,0.7,0.9,1.2,0.439,0.0,0.733,25.8,0.686046511627907,8.5,3.8,1.3,1.3,0.7,0.7,0.446,0.349,0.732,24.7,0.6032388663967613,5.7,2.2,5.0,1.1,0.2,1.8,0.371,0.245,0.652,20.7,0.5990338164251208
2003-04,MIA,1610612748,1,First Round Exit,0.512,90.3,41.5,19.1,7.2,3.8,13.9,0.425,0.357,0.762,0.5,42.0,40.0,99.3,98.7,0.6,90.6,0.4511428571428571,0.5,17.1,9.7,4.1,1.1,0.9,3.0,0.43,0.298,0.742,37.5,0.7973333333333333,17.3,3.8,3.2,1.1,0.4,1.6,0.409,0.37,0.835,37.0,0.654054054054054,16.2,4.0,4.5,1.4,0.6,3.2,0.465,0.302,0.747,35.0,0.6714285714285714,10.2,2.8,4.5,1.4,0.2,1.6,0.376,0.371,0.769,31.5,0.5555555555555555,8.7,6.9,0.9,0.7,0.5,1.1,0.471,0.0,0.782,30.3,0.5478547854785478,9.2,4.8,1.9,1.1,0.2,1.3,0.38,0.238,0.756,29.8,0.5335570469798657,7.3,6.3,0.7,0.4,0.3,1.0,0.459,0.0,0.765,24.0,0.5833333333333334,6.8,1.4,0.5,0.2,0.3,0.6,0.476,0.463,0.762,15.0,0.5733333333333334
2003-04,MIL,1610612749,2,Second Round Exit,0.5,98.0,42.2,22.8,6.8,4.7,13.5,0.447,0.35,0.775,1.1,41.0,41.0,103.5,102.4,1.1,94.2,0.4511428571428571,0.5,21.7,5.0,2.3,1.0,0.1,1.4,0.44,0.35,0.868,36.8,0.7798913043478263,16.1,7.0,1.7,0.9,0.5,2.3,0.454,0.399,0.859,32.5,0.7353846153846153,14.4,4.4,1.9,0.7,0.3,1.8,0.472,0.231,0.769,30.9,0.6440129449838188,10.9,8.5,1.0,0.6,1.2,1.1,0.439,0.2,0.859,29.7,0.7104377104377104,10.5,7.3,0.9,0.5,1.1,1.4,0.497,0.0,0.572,28.2,0.6702127659574469,7.1,3.2,6.5,1.1,0.1,2.5,0.384,0.238,0.816,27.0,0.5740740740740742,7.0,2.1,5.8,0.4,0.0,1.3,0.401,0.359,0.764,24.5,0.5714285714285714,8.4,3.7,2.7,0.8,0.3,1.5,0.417,0.292,0.729,20.7,0.6956521739130436
2003-04,MIN,1610612750,3,Conference Finals,0.707,94.5,42.9,23.0,6.8,5.6,12.7,0.462,0.363,0.781,5.5,58.0,24.0,103.3,97.3,6.0,91.2,0.5454666666666667,0.5,24.2,13.9,5.0,1.5,2.2,2.6,0.499,0.256,0.791,39.5,1.118987341772152,16.8,3.8,3.5,1.1,0.3,1.9,0.409,0.331,0.814,37.8,0.6243386243386245,19.8,3.3,7.3,1.3,0.2,2.7,0.488,0.398,0.873,35.2,0.8295454545454546,5.0,3.2,1.6,0.4,0.7,0.6,0.465,0.308,0.787,27.9,0.3691756272401433,6.7,3.4,1.4,0.8,0.1,0.6,0.465,0.442,0.845,22.7,0.5198237885462555,10.2,3.1,1.2,0.4,0.0,1.0,0.449,0.435,0.828,22.3,0.6233183856502241,6.5,5.7,0.6,0.4,1.6,1.3,0.425,0.0,0.59,21.5,0.6279069767441859,7.5,1.2,2.4,0.2,0.0,1.2,0.386,0.403,0.818,17.4,0.5804597701149425
2003-04,BKN,1610612751,2,Second Round Exit,0.573,90.3,40.7,24.5,8.6,3.9,14.7,0.441,0.336,0.753,2.5,47.0,35.0,98.2,95.5,2.7,91.8,0.4511428571428571,0.5,18.5,5.7,3.8,1.1,0.3,2.4,0.498,0.364,0.763,38.2,0.7068062827225131,15.5,6.4,9.2,1.8,0.2,3.2,0.384,0.321,0.827,36.8,0.8125000000000001,16.7,9.5,2.5,1.5,1.3,2.6,0.488,0.28,0.684,34.7,0.8328530259365993,13.1,4.0,2.5,1.5,0.5,1.2,0.453,0.351,0.787,34.7,0.5878962536023055,5.9,5.1,2.0,0.9,0.7,1.2,0.424,0.0,0.739,28.5,0.4701754385964912,6.9,2.0,2.0,0.6,0.0,0.8,0.404,0.376,0.846,21.8,0.4908256880733944,7.8,4.4,2.0,0.9,0.4,1.4,0.41,0.329,0.765,20.5,0.6878048780487804,6.3,4.1,1.1,0.5,0.6,1.2,0.503,0.333,0.677,18.6,0.6129032258064515
2003-04,NOP,1610612740,1,First Round Exit,0.5,91.8,42.8,20.9,8.6,4.2,15.0,0.42,0.319,0.751,-0.1,41.0,41.0,99.1,99.3,-0.1,91.9,0.5454666666666667,0.5,22.9,4.3,7.5,2.4,0.4,3.2,0.395,0.321,0.673,40.1,0.855361596009975,20.8,6.2,2.5,0.7,0.3,1.9,0.392,0.284,0.813,38.4,0.7447916666666667,10.5,8.6,1.9,1.0,0.9,1.3,0.476,0.0,0.854,34.5,0.6260869565217391,13.6,10.3,1.0,0.5,1.2,2.5,0.473,0.0,0.751,34.1,0.7067448680351905,14.0,2.2,2.9,1.2,0.2,1.6,0.389,0.323,0.753,32.9,0.5744680851063828,10.6,2.9,3.9,1.7,0.2,2.0,0.395,0.315,0.854,28.4,0.6091549295774648,4.8,4.0,1.5,0.6,0.2,0.8,0.397,0.309,0.667,21.7,0.4746543778801843,5.8,2.5,1.2,0.8,0.2,1.1,0.412,0.143,0.791,20.6,0.4563106796116504
2003-04,NYK,1610612752,1,First Round Exit,0.476,92.0,42.6,20.7,7.4,4.8,15.7,0.442,0.364,0.793,-1.5,39.0,43.0,99.1,100.6,-1.6,91.9,0.4511428571428571,0.5,20.2,3.2,8.9,1.6,0.1,3.1,0.431,0.318,0.817,40.2,0.7686567164179103,18.5,2.4,2.0,0.8,0.0,2.0,0.435,0.431,0.913,35.9,0.6044568245125348,11.1,8.3,1.9,0.7,1.0,1.7,0.473,0.0,0.835,31.8,0.6698113207547168,14.7,4.8,1.9,1.0,0.3,1.8,0.446,0.376,0.784,31.7,0.6593059936908517,9.2,3.8,2.3,0.9,0.3,1.4,0.411,0.38,0.804,27.6,0.5471014492753623,7.9,2.8,1.5,0.9,0.2,1.5,0.422,0.281,0.764,24.6,0.4796747967479674,9.8,5.2,1.2,0.5,0.6,1.4,0.481,0.333,0.726,24.5,0.6489795918367347,5.6,6.7,0.4,0.3,1.9,0.8,0.478,0.0,0.681,23.1,0.6103896103896104
2003-04,ORL,1610612753,0,Missed Playoffs,0.256,94.0,40.9,19.3,6.7,3.8,13.7,0.429,0.344,0.737,-7.0,21.0,61.0,99.3,106.7,-7.4,94.0,0.4511428571428571,0.5,28.0,6.0,5.5,1.4,0.6,2.7,0.417,0.339,0.796,40.1,0.967581047381546,17.0,7.0,2.0,0.7,0.3,2.2,0.453,0.0,0.809,35.6,0.6966292134831461,10.5,2.5,4.2,0.8,0.1,1.6,0.433,0.383,0.771,30.7,0.5374592833876222,11.4,3.7,2.0,0.7,0.2,1.5,0.432,0.268,0.676,30.6,0.5392156862745098,11.6,6.5,1.1,0.8,0.9,1.6,0.445,0.214,0.637,27.1,0.7121771217712177,6.8,4.3,1.3,0.6,0.1,1.0,0.403,0.358,0.631,24.5,0.4938775510204081,3.2,4.5,0.6,0.7,0.5,0.8,0.477,0.0,0.815,17.0,0.5117647058823529,2.1,2.3,0.6,0.4,0.1,0.7,0.288,0.083,0.438,14.6,0.3287671232876712
2003-04,PHI,1610612755,0,Missed Playoffs,0.402,88.0,40.8,20.0,8.0,4.4,15.9,0.428,0.342,0.753,-2.5,33.0,49.0,96.1,98.8,-2.7,90.8,0.4511428571428571,0.5,26.4,3.7,6.8,2.4,0.1,4.4,0.387,0.286,0.745,42.6,0.8215962441314554,13.6,10.1,1.5,1.1,0.4,2.3,0.469,0.2,0.752,36.5,0.6684931506849314,10.3,3.4,6.9,1.2,0.1,2.3,0.413,0.111,0.797,36.3,0.5399449035812673,16.6,4.5,1.4,1.0,0.2,2.5,0.448,0.34,0.832,32.0,0.6625,9.2,3.4,2.6,1.1,0.3,1.4,0.459,0.436,0.757,28.2,0.5390070921985816,9.4,5.7,0.8,0.5,0.3,1.1,0.415,0.0,0.79,27.1,0.5756457564575647,8.0,7.6,0.3,0.5,2.3,1.0,0.541,0.0,0.644,26.9,0.6579925650557621,8.0,5.6,1.4,0.7,0.8,1.7,0.413,0.222,0.754,24.9,0.5943775100401607
2003-04,PHX,1610612756,0,Missed Playoffs,0.354,94.2,40.6,19.3,9.0,4.7,15.2,0.443,0.345,0.746,-3.7,29.0,53.0,98.8,102.7,-3.9,95.1,0.5454666666666667,0.5,16.7,4.7,4.4,1.1,0.3,2.4,0.43,0.305,0.75,40.7,0.6093366093366093,19.0,9.3,2.7,2.1,1.3,2.0,0.44,0.34,0.851,40.6,0.7980295566502462,20.6,9.0,1.4,1.2,1.6,3.2,0.475,0.2,0.713,36.8,0.831521739130435,6.6,5.2,0.9,0.6,0.4,1.2,0.507,0.0,0.74,24.2,0.5165289256198348,6.0,2.6,1.3,0.6,0.1,0.9,0.417,0.417,0.82,23.5,0.4127659574468085,6.9,6.1,0.9,0.9,0.6,1.4,0.47,0.0,0.551,22.1,0.6334841628959276,6.9,1.9,4.1,0.8,0.1,1.5,0.368,0.319,0.854,21.8,0.5642201834862386,7.9,1.8,2.4,1.3,0.1,1.7,0.447,0.395,0.77,21.4,0.5514018691588787
2003-04,POR,1610612757,0,Missed Playoffs,0.5,90.7,41.7,21.6,7.5,5.4,14.8,0.448,0.346,0.731,-1.3,41.0,41.0,100.5,101.9,-1.4,88.9,0.5454666666666667,0.5,13.4,3.8,6.1,1.2,0.1,2.2,0.401,0.365,0.876,38.1,0.5879265091863517,20.1,10.5,2.0,0.8,0.5,3.0,0.485,0.2,0.761,37.9,0.8153034300791556,13.6,3.6,4.5,1.3,0.1,1.8,0.376,0.305,0.824,35.5,0.6,16.3,7.5,2.0,0.8,0.4,2.2,0.475,0.265,0.869,31.7,0.7823343848580442,7.9,7.2,0.8,0.6,3.6,1.4,0.485,0.0,0.645,31.3,0.5974440894568692,10.9,4.5,2.1,0.8,0.8,1.6,0.485,0.175,0.642,26.3,0.6653992395437263,6.9,3.7,1.9,1.2,0.3,1.4,0.506,0.167,0.553,22.6,0.5575221238938053,4.4,5.2,0.9,0.6,0.8,0.5,0.473,0.0,0.613,22.2,0.5135135135135136
2003-04,SAC,1610612758,2,Second Round Exit,0.671,102.8,41.2,26.2,8.7,4.0,13.9,0.462,0.401,0.795,5.0,55.0,27.0,107.3,102.1,5.2,95.4,0.5454666666666667,0.5,24.2,6.3,2.1,1.3,0.2,1.9,0.48,0.433,0.927,40.4,0.7970297029702972,14.1,10.3,4.3,0.9,1.2,2.0,0.51,0.316,0.778,36.5,0.7890410958904108,18.4,3.4,5.4,1.4,0.2,2.1,0.45,0.392,0.815,36.4,0.7335164835164834,18.7,8.7,4.6,1.3,0.9,2.6,0.413,0.2,0.711,36.2,0.8729281767955799,10.1,4.0,4.2,1.8,0.5,1.9,0.461,0.345,0.86,33.9,0.5516224188790562,9.9,5.7,5.3,0.7,1.0,2.1,0.47,0.154,0.654,28.6,0.7167832167832168,13.8,3.5,2.1,1.0,0.2,1.3,0.444,0.37,0.752,23.8,0.8109243697478992,5.7,2.0,1.6,0.7,0.1,1.0,0.448,0.482,0.836,18.4,0.4945652173913044
